productname,date,farmprice,retailpricepettah,retailpricedambulla,averagespread
Carrot,7/1/2022,228.92,317,294.2,76.68
Cabbage,7/1/2022,212.58,285.42,274.08,67.17
Tomato,7/1/2022,198.82,241.61,262.15,53.06
Brinjal,7/1/2022,143.51,194.64,192.44,50.03
Pumpkin,7/1/2022,117.08,154.42,156.48,38.37
Snake Gourd,7/1/2022,168.92,210.4,223.98,48.27
Green Chilli,7/1/2022,357.43,447.79,486.15,109.54
Lime,7/1/2022,361.46,493.83,477.51,124.21
Beans,8/1/2022,267.82,335.37,381.89,90.81
Carrot,8/1/2022,174.24,226.25,229.6,53.68
Cabbage,8/1/2022,196.41,274.56,246.95,64.34
Tomato,8/1/2022,171.95,219.96,231.94,54
Brinjal,8/1/2022,177.57,245.01,249.64,69.76
Pumpkin,8/1/2022,133.11,164.15,167.61,32.77
Snake Gourd,8/1/2022,133.21,180.12,183.66,48.68
Green Chilli,8/1/2022,246.69,338.84,356.73,101.1
Lime,8/1/2022,324.75,417.01,435.22,101.36
Beans,9/1/2022,221.95,292.16,310.34,79.3
Carrot,9/1/2022,205.08,274.07,289.5,76.7
Cabbage,9/1/2022,172.86,223.3,235.42,56.5
Tomato,9/1/2022,183.07,220.12,236.23,45.1
Brinjal,9/1/2022,200.51,250.73,261.3,55.51
Pumpkin,9/1/2022,153.63,185.47,209.17,43.69
Snake Gourd,9/1/2022,120.64,163.75,153.13,37.8
Green Chilli,9/1/2022,243.14,332.49,328.44,87.33
Lime,9/1/2022,429.14,564.96,545.51,126.1
Beans,10/1/2022,143.11,171.9,184.48,35.08
Carrot,10/1/2022,319.45,420.87,410.58,96.28
Cabbage,10/1/2022,157.21,192.81,212.83,45.61
Tomato,10/1/2022,169.84,231.48,239.48,65.64
Brinjal,10/1/2022,138.21,166.85,185.95,38.19
Pumpkin,10/1/2022,128.58,161.2,177.25,40.64
Snake Gourd,10/1/2022,128.12,156.79,184.26,42.4
Green Chilli,10/1/2022,278.59,335.58,397.84,88.12
Lime,10/1/2022,375.37,478.1,538.83,133.1
Beans,11/1/2022,169.34,222.72,222.88,53.46
Carrot,11/1/2022,348.5,424.59,491.32,109.45
Cabbage,11/1/2022,127.47,160.22,172.23,38.75
Tomato,11/1/2022,155.21,213.11,198.78,50.74
Brinjal,11/1/2022,124.36,164.91,162.47,39.33
Pumpkin,11/1/2022,151.43,193.29,211.22,50.82
Snake Gourd,11/1/2022,92.84,116.85,120.35,25.76
Green Chilli,11/1/2022,187.48,239.69,251.39,58.06
Lime,11/1/2022,346.51,455.84,497.36,130.09
Beans,12/1/2022,201.58,259.66,279.15,67.82
Carrot,12/1/2022,226.55,274.32,327.45,74.33
Cabbage,12/1/2022,197.21,255.39,255.35,58.16
Tomato,12/1/2022,255.43,356.73,367.88,106.88
Brinjal,12/1/2022,136.34,188.88,188.94,52.57
Pumpkin,12/1/2022,99.69,123.96,135.45,30.01
Snake Gourd,12/1/2022,99.63,134.09,129.07,31.95
Green Chilli,12/1/2022,253.11,328.84,349.59,86.1
Lime,12/1/2022,373.96,470.47,524.87,123.71
Beans,1/1/2023,229.26,288.04,296.82,63.17
Carrot,1/1/2023,264.64,365.44,368.84,102.5
Cabbage,1/1/2023,205.43,247.46,258.8,47.7
Tomato,1/1/2023,244.69,342.21,348.68,100.76
Brinjal,1/1/2023,243.55,333.21,305.28,75.69
Pumpkin,1/1/2023,157.66,196.25,224.21,52.57
Snake Gourd,1/1/2023,138.48,179.42,190.93,46.7
Green Chilli,1/1/2023,254.27,337.06,343.29,85.9
Lime,1/1/2023,414.32,515.5,555.77,121.32
Beans,2/1/2023,178.45,245.84,258.51,73.73
Carrot,2/1/2023,254.73,307.81,348.88,73.62
Cabbage,2/1/2023,192.59,254.5,264.86,67.09
Tomato,2/1/2023,177.36,225.84,226.62,48.87
Brinjal,2/1/2023,160.56,220.27,219.83,59.49
Pumpkin,2/1/2023,167.18,228.02,232.85,63.26
Snake Gourd,2/1/2023,204.87,254.43,266.69,55.69
Green Chilli,2/1/2023,353.36,459.04,462.71,107.51
Lime,2/1/2023,242.73,300.41,331.77,73.36
Beans,3/1/2023,200.94,256.7,275.22,65.02
Carrot,3/1/2023,216.6,294.09,272.75,66.82
Cabbage,3/1/2023,247.06,299.11,339.36,72.18
Tomato,3/1/2023,166.81,214.87,209.82,45.54
Brinjal,3/1/2023,143.6,173.69,196.43,41.46
Pumpkin,3/1/2023,124.15,171.61,164.97,44.14
Snake Gourd,3/1/2023,124.42,172.7,174.05,48.96
Green Chilli,3/1/2023,280.83,338.21,385.95,81.25
Lime,3/1/2023,308.03,374.13,411.87,84.97
Beans,4/1/2023,174.04,239.66,250.6,71.09
Carrot,4/1/2023,213.46,264.11,281.85,59.52
Cabbage,4/1/2023,167.84,204.52,222.02,45.43
Tomato,4/1/2023,245.98,302.19,322.87,66.55
Brinjal,4/1/2023,214.54,268.46,297.51,68.44
Pumpkin,4/1/2023,128.11,163.42,173.11,40.15
Snake Gourd,4/1/2023,125.29,151.68,160.39,30.74
Green Chilli,4/1/2023,428.26,546.26,594.04,141.89
Lime,4/1/2023,305.61,408.76,439.84,118.69
Beans,5/1/2023,183.34,248.28,237.82,59.71
Carrot,5/1/2023,235.24,316.16,309.41,77.55
Cabbage,5/1/2023,206.26,248.7,296.12,66.15
Tomato,5/1/2023,297.46,383.73,421.79,105.3
Brinjal,5/1/2023,181.47,232.01,250.79,59.93
Pumpkin,5/1/2023,161.12,200.47,219.66,48.94
Snake Gourd,5/1/2023,109.89,151.84,152.5,42.28
Green Chilli,5/1/2023,245.57,311.67,320.23,70.38
Lime,5/1/2023,275.66,378.63,356.22,91.76
Beans,6/1/2023,188.3,260.68,253.81,68.94
Carrot,6/1/2023,180.19,221.2,253.11,56.96
Cabbage,6/1/2023,252.73,306.49,328.12,64.58
Tomato,6/1/2023,187,254.7,259.45,70.07
Brinjal,6/1/2023,166.61,215.83,218.98,50.79
Pumpkin,6/1/2023,151.79,186.91,192.97,38.15
Snake Gourd,6/1/2023,173.55,224.43,244.41,60.87
Green Chilli,6/1/2023,275.19,373.75,369.07,96.22
Lime,6/1/2023,399.78,486.6,504.29,95.67
Beans,7/1/2023,167.37,212.55,221.43,49.62
Carrot,7/1/2023,290.89,397.74,385.96,100.96
Cabbage,7/1/2023,157.87,213.92,220.21,59.19
Tomato,7/1/2023,166.75,224.85,230.32,60.83
Brinjal,7/1/2023,213.08,297.08,278.7,74.81
Pumpkin,7/1/2023,104.07,140.27,141.52,36.83
Snake Gourd,7/1/2023,120.92,167.83,161.48,43.74
Green Chilli,7/1/2023,244.68,299.62,325.33,67.79
Lime,7/1/2023,250.5,320.98,337.4,78.69
Beans,8/1/2023,216.58,289.44,309.13,82.7
Carrot,8/1/2023,254.13,350.27,321.24,81.62
Cabbage,8/1/2023,252.54,324.64,347.83,83.7
Tomato,8/1/2023,255.41,323.74,353.76,83.34
Brinjal,8/1/2023,214.76,277.89,287.53,67.95
Pumpkin,8/1/2023,122.14,156.94,153.67,33.16
Snake Gourd,8/1/2023,118.95,161.63,168.04,45.88
Green Chilli,8/1/2023,296.61,410.7,383.47,100.48
Lime,8/1/2023,434.89,581.9,543.86,127.99
Beans,9/1/2023,180.57,218.6,246.29,51.88
Carrot,9/1/2023,262.75,330.23,352.86,78.8
Cabbage,9/1/2023,154.91,203.82,194.32,44.16
Tomato,9/1/2023,255.75,330.68,353.14,86.16
Brinjal,9/1/2023,216.96,264.41,302.11,66.3
Pumpkin,9/1/2023,146.75,196.38,204.24,53.56
Snake Gourd,9/1/2023,122.29,146.96,169.25,35.82
Green Chilli,9/1/2023,317.32,394.78,447.41,103.78
Lime,9/1/2023,386.58,527.15,502.45,128.22
Beans,10/1/2023,283.1,363.42,380.77,88.99
Carrot,10/1/2023,299.48,413.59,413.79,114.21
Cabbage,10/1/2023,139.16,179.32,175.01,38
Tomato,10/1/2023,286.95,362,388.84,88.47
Brinjal,10/1/2023,148.64,194.47,187.47,42.33
Pumpkin,10/1/2023,141.11,184.47,191.32,46.78
Snake Gourd,10/1/2023,120.48,153.87,171.91,42.41
Green Chilli,10/1/2023,259.03,345.27,373.6,100.41
Lime,10/1/2023,340.2,409.19,467.67,98.23
Beans,11/1/2023,199.95,251.03,263.33,57.23
Carrot,11/1/2023,207.21,286.17,272.14,71.94
Cabbage,11/1/2023,154.75,204.63,211.33,53.23
Tomato,11/1/2023,225.7,304.81,307.17,80.29
Brinjal,11/1/2023,208.54,282.84,275.98,70.87
Pumpkin,11/1/2023,113.89,155.46,145.73,36.7
Snake Gourd,11/1/2023,183.77,240.3,253.42,63.09
Green Chilli,11/1/2023,313.23,389.26,451.88,107.34
Lime,11/1/2023,262.18,350.4,371.55,98.79
Beans,12/1/2023,219.43,288.88,275.04,62.53
Carrot,12/1/2023,173.41,219.87,230.99,52.02
Cabbage,12/1/2023,175.39,243.97,224.1,58.65
Tomato,12/1/2023,298.76,366.63,418.94,94.02
Brinjal,12/1/2023,238.22,311.74,312.93,74.12
Pumpkin,12/1/2023,174.7,229.7,234.74,57.52
Snake Gourd,12/1/2023,121.38,165.57,153.17,37.99
Green Chilli,12/1/2023,249.94,348.1,333.21,90.72
Lime,12/1/2023,399.92,542.59,526.42,134.58
Beans,1/1/2024,267.67,340.87,343.85,74.69
Carrot,1/1/2024,297.94,395.96,420.19,110.14
Cabbage,1/1/2024,153.88,201.07,194.02,43.67
Tomato,1/1/2024,205.34,256.56,267.89,56.88
Brinjal,1/1/2024,151.42,201.15,215.51,56.91
Pumpkin,1/1/2024,132.55,162.64,179.61,38.57
Snake Gourd,1/1/2024,147.31,177.25,194.83,38.73
Green Chilli,1/1/2024,315.42,423.09,456.69,124.47
Lime,1/1/2024,548.05,725.14,703.6,166.32
Beans,2/1/2024,327.03,405.77,472.71,112.21
Carrot,2/1/2024,212.79,279.04,285.88,69.67
Cabbage,2/1/2024,214.7,286.81,281.98,69.7
Tomato,2/1/2024,273.06,338.88,362.1,77.43
Brinjal,2/1/2024,149.05,183.62,188.8,37.16
Pumpkin,2/1/2024,167.12,200.76,228,47.26
Snake Gourd,2/1/2024,189.37,235.45,255.2,55.95
Green Chilli,2/1/2024,462.31,601.65,599.37,138.2
Lime,2/1/2024,406.62,528.44,566.84,141.02
Beans,3/1/2024,297.64,369.92,386.68,80.66
Carrot,3/1/2024,277.27,368.08,358.11,85.83
Cabbage,3/1/2024,240.85,316.17,309.42,71.95
Tomato,3/1/2024,245.44,321.51,323.91,77.27
Brinjal,3/1/2024,170.21,210.14,232.39,51.05
Pumpkin,3/1/2024,140.86,196.54,180.05,47.43
Snake Gourd,3/1/2024,132.44,184.56,181.53,50.6
Green Chilli,3/1/2024,239.98,310.53,316.83,73.7
Lime,3/1/2024,328.84,439.94,428.03,105.15
Beans,4/1/2024,243.47,296.68,325.58,67.66
Carrot,4/1/2024,322.12,408.05,440.45,102.13
Cabbage,4/1/2024,179.66,221.6,231.95,47.11
Tomato,4/1/2024,315.75,431.83,452.5,126.42
Brinjal,4/1/2024,195.38,252.53,258.34,60.05
Pumpkin,4/1/2024,150,204.79,199.15,51.97
Snake Gourd,4/1/2024,133.47,162.68,191.33,43.54
Green Chilli,4/1/2024,267.75,369.71,373.18,103.7
Lime,4/1/2024,541.33,757.52,760.32,217.59
Beans,5/1/2024,293.37,373.2,377.43,81.94
Carrot,5/1/2024,229.81,285.62,321.62,73.81
Cabbage,5/1/2024,200.1,247.44,263.05,55.15
Tomato,5/1/2024,298.11,383.47,392.04,89.65
Brinjal,5/1/2024,193.73,268.08,255.8,68.21
Pumpkin,5/1/2024,135.1,168.04,192.3,45.07
Snake Gourd,5/1/2024,146.19,182.43,208.58,49.32
Green Chilli,5/1/2024,240.28,331.74,313.24,82.21
Lime,5/1/2024,441.21,537.64,562.36,108.79
Beans,6/1/2024,230.37,309.9,300.25,74.7
Carrot,6/1/2024,315.59,402.08,454.21,112.56
Cabbage,6/1/2024,201.19,243.67,290.67,65.98
Tomato,6/1/2024,281.3,374.78,363.56,87.87
Brinjal,6/1/2024,154.33,214.13,202.91,54.19
Pumpkin,6/1/2024,107.25,130.56,143.09,29.58
Snake Gourd,6/1/2024,169.38,229.51,217.71,54.23
Green Chilli,6/1/2024,278.61,382.12,396.59,110.74
Lime,6/1/2024,411.33,525.79,552.14,127.64
Beans,7/1/2024,169,231.32,238.47,65.9
Carrot,7/1/2024,246.65,328.87,353.09,94.33
Cabbage,7/1/2024,262.5,329.51,379.74,92.12
Tomato,7/1/2024,291.3,368.32,399.42,92.57
Brinjal,7/1/2024,248.8,325.76,317.54,72.85
Pumpkin,7/1/2024,116.93,155.42,150.02,35.79
Snake Gourd,7/1/2024,224.46,294.46,317.95,81.74
Green Chilli,7/1/2024,255.97,312.71,358.32,79.54
Lime,7/1/2024,358.08,440.26,507.61,115.86
Beans,8/1/2024,227.21,298.23,328.51,86.16
Carrot,8/1/2024,280.7,369.81,398.47,103.44
Cabbage,8/1/2024,156.78,191.87,202.08,40.2
Tomato,8/1/2024,186,226.77,250.49,52.63
Brinjal,8/1/2024,199.55,272.02,279.15,76.03
Pumpkin,8/1/2024,101.42,130.13,141.27,34.28
Snake Gourd,8/1/2024,188,254.14,240.49,59.32
Green Chilli,8/1/2024,308.01,394.13,425.55,101.83
Lime,8/1/2024,279.04,339.84,349.29,65.52
Beans,9/1/2024,180.72,239.27,230.09,53.96
Carrot,9/1/2024,185.26,225.05,250.8,52.67
Cabbage,9/1/2024,175.8,241.09,220.72,55.1
Tomato,9/1/2024,198.86,242.95,252.81,49.02
Brinjal,9/1/2024,180.23,247.43,256.1,71.54
Pumpkin,9/1/2024,89.14,120.8,112.58,27.55
Snake Gourd,9/1/2024,140.48,177.9,202.05,49.5
Green Chilli,9/1/2024,304.11,419.66,404.89,108.16
Lime,9/1/2024,412.25,555.41,539.74,135.32
Beans,10/1/2024,229.41,286.75,322.68,75.31
Carrot,10/1/2024,226.57,275.15,313.1,67.56
Cabbage,10/1/2024,188.6,258.66,268.76,75.11
Tomato,10/1/2024,304.76,399.05,421.77,105.65
Brinjal,10/1/2024,204.41,283.29,284.48,79.48
Pumpkin,10/1/2024,137.02,180.42,175.41,40.89
Snake Gourd,10/1/2024,136.71,191.37,180.88,49.41
Green Chilli,10/1/2024,390.74,513.7,535.7,133.96
Lime,10/1/2024,390.88,482.07,559.11,129.71
Beans,11/1/2024,161.37,196.22,228.2,50.84
Carrot,11/1/2024,224.43,314.03,322.3,93.73
Cabbage,11/1/2024,233.24,312.64,335.61,90.88
Tomato,11/1/2024,161.17,199.24,223.99,50.45
Brinjal,11/1/2024,218.3,289.18,281.21,66.89
Pumpkin,11/1/2024,126.39,154.24,178.43,39.95
Snake Gourd,11/1/2024,116.62,141.75,161.9,35.2
Green Chilli,11/1/2024,335.75,416.66,467.98,106.57
Lime,11/1/2024,482.17,591.79,617.25,122.35
Beans,12/1/2024,264.65,344.32,337.79,76.41
Carrot,12/1/2024,181.11,235.16,254.48,63.71
Cabbage,12/1/2024,260.43,313.85,334.15,63.57
Tomato,12/1/2024,260.19,332,330.84,71.23
Brinjal,12/1/2024,122.39,156.87,161.99,37.04
Pumpkin,12/1/2024,132.15,183.73,175.91,47.67
Snake Gourd,12/1/2024,151.15,190.81,213.09,50.8
Green Chilli,12/1/2024,339.65,448.11,485.82,127.32
Lime,12/1/2024,315.62,379.45,434.63,91.42
Beans,1/1/2025,177.96,243.11,257.62,72.4
Carrot,1/1/2025,330.38,423.26,473.26,117.88
Cabbage,1/1/2025,340.33,436.47,473.94,114.88
Tomato,1/1/2025,263.22,335.54,349.17,79.13
Brinjal,1/1/2025,241.82,304.49,343.73,82.29
Pumpkin,1/1/2025,179.7,251.33,234.5,63.22
Snake Gourd,1/1/2025,209.82,267.5,281.42,64.64
Green Chilli,1/1/2025,388.71,526.23,536.63,142.72
Lime,1/1/2025,458.22,638.01,649.95,185.76
Beans,2/1/2025,325.43,439.8,426.38,107.66
Carrot,2/1/2025,277.79,377.53,362.32,92.13
Cabbage,2/1/2025,315.59,403.66,432.41,102.45
Tomato,2/1/2025,311.95,375.12,396.33,73.78
Brinjal,2/1/2025,229.22,290.48,299.3,65.67
Pumpkin,2/1/2025,118.12,159.62,159.46,41.42
Snake Gourd,2/1/2025,188.03,251.74,244.03,59.86
Green Chilli,2/1/2025,363.04,445.86,478.53,99.15
Lime,2/1/2025,483.9,634.81,628.7,147.86
Beans,3/1/2025,303.36,381.88,408.5,91.83
Carrot,3/1/2025,409.91,513.06,588.62,140.93
Cabbage,3/1/2025,226.46,284.98,302.46,67.26
Tomato,3/1/2025,192.12,238.99,240.76,47.76
Brinjal,3/1/2025,247.03,327.35,319.02,76.16
Pumpkin,3/1/2025,210.56,278.44,293.19,75.26
Snake Gourd,3/1/2025,244.98,318.13,328.81,78.49
Green Chilli,3/1/2025,266.35,351.19,336.82,77.65
Lime,3/1/2025,392.88,494.41,522.4,115.52
Beans,4/1/2025,186.4,253.76,238.84,59.9
Carrot,4/1/2025,252.41,316.45,356.44,84.04
Cabbage,4/1/2025,242.86,335.35,334.04,91.84
Tomato,4/1/2025,316.34,411.31,454.44,116.54
Brinjal,4/1/2025,168.88,226.73,215.78,52.38
Pumpkin,4/1/2025,119.29,146.51,163.46,35.69
Snake Gourd,4/1/2025,164.02,209.72,209.6,45.64
Green Chilli,4/1/2025,453.73,604.77,569.83,133.57
Lime,4/1/2025,495.29,679.7,641.53,165.32
Beans,5/1/2025,200.18,255.88,264.88,60.2
Carrot,5/1/2025,252.6,351.62,354.47,100.45
Cabbage,5/1/2025,248.6,333.06,326.22,81.04
Tomato,5/1/2025,197.17,264.33,272.45,71.22
Brinjal,5/1/2025,135.39,183.51,187.92,50.32
Pumpkin,5/1/2025,139.58,181.58,188.58,45.5
Snake Gourd,5/1/2025,160.64,202.14,210.9,45.88
Green Chilli,5/1/2025,349.31,434.61,478.24,107.12
Lime,5/1/2025,534.86,655.38,722.97,154.32
Beans,6/1/2025,241.82,330.42,320.16,83.47
Carrot,6/1/2025,276.2,381.16,367.49,98.13
Cabbage,6/1/2025,177.27,221.49,249.58,58.26
Tomato,6/1/2025,194.21,261.32,279.52,76.21
Brinjal,6/1/2025,170.78,238.06,245.87,71.18
Pumpkin,6/1/2025,201.37,242.06,273.64,56.48
Snake Gourd,6/1/2025,156.66,208.7,198.24,46.81
Green Chilli,6/1/2025,343.79,437.87,457.43,103.86
Lime,6/1/2025,318.27,418.14,444.57,113.08
Beans,7/1/2025,194.88,236.27,254.99,50.75
Carrot,7/1/2025,359.23,477.49,456.34,107.68
Cabbage,7/1/2025,174.34,228.81,239.01,59.57
Tomato,7/1/2025,226.98,298.64,319.38,82.03
Brinjal,7/1/2025,138.1,165.95,181.05,35.4
Pumpkin,7/1/2025,187.22,236.14,266.44,64.07
Snake Gourd,7/1/2025,200.1,273.85,265.99,69.82
Green Chilli,7/1/2025,377.56,502.93,527.72,137.77
Lime,7/1/2025,396.67,537.83,544.68,144.58
Beans,8/1/2025,155.39,210.51,223.17,61.45
Carrot,8/1/2025,408.7,562.51,520.95,133.03
Cabbage,8/1/2025,177.94,229.56,237.12,55.4
Tomato,8/1/2025,208.7,252.6,289.64,62.42
Brinjal,8/1/2025,241.03,316.07,337.56,85.78
Pumpkin,8/1/2025,102.87,133.49,129.8,28.78
Snake Gourd,8/1/2025,246.06,338.07,327.69,86.82
Green Chilli,8/1/2025,222.39,287.54,282.33,62.55
Lime,8/1/2025,259.31,348.34,350.26,89.99
